CREDITS,DESCRIPTION,EMBEDCODE,ENTITYID,ENTITYMEDIAID,ENTITYTYPE,HEIGHT,MEDIATYPE,SUBTITLE,TITLE,URL,WIDTH
"","The Fairmont San Francisco offers two dining options: The Tonga Room & Hurricane Bar and the Laurel Court Restaurant and Bar.","","231801","1635","Facility","0","Image","","Unique Dining","http://ridb.recreation.gov/images/1635.jpg","0"
"","Laurel Court serves as the pulse of the hotel, known for its use of  a variety of Northern California cuisines  and daily drink specials.? 
","","231801","1636","Facility","0","Image","","The Laurel Court ","http://ridb.recreation.gov/images/1636.jpg","0"
"","Each of the 63 guest rooms at the Boone Tavern Hotel feature works of art and furnishings made at Berea College.","","231793","1637","Facility","0","Image","King Room","Heritage Accommodations","http://ridb.recreation.gov/images/1637.jpg","0"
"","Inspired by the wife of the President of the university, the Boone Tavern Hotel is named after the famed Kentucky native Daniel Boone.","","231793","1638","Facility","0","Image","Entrance","A Kentucky Original","http://ridb.recreation.gov/images/1638.jpg","0"
"","In the tradition of Nellie Frost, the University's ""First Lady"" who inspired the hotel, groups as small as 20 and as large as 125 gather and entertain at the Boone Tavern Hotel.","","231793","1639","Facility","0","Image","Main Lobby","Southern Hospitality","http://ridb.recreation.gov/images/1639.jpg","0"
"","The Brown Hotel features 293 guest rooms and suites.  Suites include a comfortable conversation area, flat screen television, dining area, wet bar and separate full bath.","","231794","1640","Facility","0","Image","Guest Room","Spacious Accommodations","http://ridb.recreation.gov/images/1640.jpg","0"
"","The Brown Hotel has been a Louisville landmark since it opened in 1923.Brought to fruition by J. Graham Brown, it was designed by architect Preston J. Bradshaw.","","231794","1641","Facility","0","Image","Grand Lobby","Louisville Legacy","http://ridb.recreation.gov/images/1641.jpg","0"
"","The Brown Hotel offers 17 meeting and banquet rooms that offer accommodations for groups as large as 600 guests.","","231794","1642","Facility","0","Image","Crystal Ballroom","Extensive Meeting Spaces","http://ridb.recreation.gov/images/1642.jpg","0"
"","The historic 224 rooms honor the history of the hotel while featuring modern comforts such as WiFi, Gilchrist & Soames bath products, and flat screen televisions.","","231806","1643","Facility","0","Image","","Historic Rooms ","http://ridb.recreation.gov/images/1643.jpg","0"
"","Famous guests have  included General Douglas MacArthur and Presidents Franklin Roosevelt, Dwight Eisenhower, and Lyndon Johnson. The hotel itself earned fame as it served as a U.S. Coast Guard traning facility throughout WWII.","","231806","1644","Facility","0","Image","","Exterior","http://ridb.recreation.gov/images/1644.jpg","0"
"","In addition to the 30 miles of sand and surf just outside the door of the Hotel Galvez & Spa, this Historic Hotel of America also offers sunbathing, swimming, jet-ski rentals, and horseback riding on the coast.","","231806","1645","Facility","0","Image","","Pool","http://ridb.recreation.gov/images/1645.jpg","0"
"","Near the hotel, guests can hop on The Galveston Island trolley which  visits Pier 21 and the Strand Historic District, known for its museums, galleries, restaurants, and shops.","","231806","1646","Facility","0","Image","","East Promenade","http://ridb.recreation.gov/images/1646.jpg","0"
"","The 47 guestrooms of the main building feature traditional features such as marble and brass baths—some with whirlpool tubs—and are complemented by modern amenities.","","231807","1647","Facility","0","Image","","Heritage Accommodations","http://ridb.recreation.gov/images/1647.jpg","0"
"","Italian masons were hired to construct the heart of historic Santa Rosa, including the Hotel La Rose in 1907.","","231807","1648","Facility","0","Image","","A Local Treasure ","http://ridb.recreation.gov/images/1648.jpg","0"
"","Hotel La Rose is located at the center of Santa Rosa's Historic Railroad Square district, steps away from cozy cafes, local theater, spa treatments, trendy boutiques, and antique shops.","","231807","1649","Facility","0","Image","","Steps to History","http://ridb.recreation.gov/images/1649.jpg","0"
"","French continental cuisine and Sonoma County wines are featured at Josef's Restaurant and Bar, a restaurant at Hotel La Rose.","","231807","1650","Facility","0","Image","","The California Experience","http://ridb.recreation.gov/images/1650.jpg","0"
"","There are 157 guestrooms and suites at the Jekyll Island Club Hotel in five distinct historic settings.","","231810","1651","Facility","0","Image","","Guestroom","http://ridb.recreation.gov/images/1651.jpg","0"
"","The Club was founded in 1886 by a set of families that are today household names for their success and wealth, including: Astors, Rockefellers, Goulds and Morgans.","","231810","1652","Facility","0","Image","","Historic Luminaries","http://ridb.recreation.gov/images/1652.jpg","0"
"","Enjoy your time at this Historic Hotel of America by taking in a game of croquet on the lawn or trying your hand at a game of tennis or golf.","","231810","1653","Facility","0","Image","","Activities Abound","http://ridb.recreation.gov/images/1653.jpg","0"
"","Jekyll Island Club Resort is after all on an island so the chances to get out on the water are many. Try charter fishing, Dolphin cruises, kayaking and more.","","231810","1654","Facility","0","Image","","Water and the Resort ","http://ridb.recreation.gov/images/1654.jpg","0"
"","The Grand Dining Room is home to a number of culinary experiences including the legendary Sunday Brunch, Sunday Dinner Dances, and Victorian High Tea.","","231810","1655","Facility","0","Image","","Victorian Dining","http://ridb.recreation.gov/images/1655.jpg","0"
"","Take a stroll through the gardens or participate in one of the many tours that this Historic Hotel of America offers, including Historic District Tours and Jekyll Ghost Tours.","","231810","1656","Facility","0","Image","","A Walkable Island","http://ridb.recreation.gov/images/1656.jpg","0"
"","This HIstoric Hotel of America is located only steps to the beach and the Altantic Ocean.","","231811","1657","Facility","0","Image","","Beach Front Escape","http://ridb.recreation.gov/images/1657.jpg","0"
"","There are five different oceanfront pools to explore while a guest at the King and Prince.","","231811","1658","Facility","0","Image","","Oceanfront Pools","http://ridb.recreation.gov/images/1658.jpg","0"
"","Play a game of tennis on one of the two avaialable courts, play golf at the King & Prince Golf Club or simply rent a beach chair for the day.","","231811","1659","Facility","0","Image","","Island Activities","http://ridb.recreation.gov/images/1659.jpg","0"
"","Take in the St. Simon's views at the  Ocean Terrace Grille, a seasonal, outdoor casual dining experience.","","231811","1660","Facility","0","Image","","Seaside Dining","http://ridb.recreation.gov/images/1660.jpg","0"
"","The King & Prince Beach and Golf Resort got its start in 1935 as an immensely popular dance club, and has served since then as a club, Navy radar station, and finally hotel.","","231811","1661","Facility","0","Image","","Part of History","http://ridb.recreation.gov/images/1661.jpg","0"
"","The Hilton Milwaukee City Center offers 729 historic guestrooms and suites.","","231805","1662","Facility","0","Image","","Presidential Suite ","http://ridb.recreation.gov/images/1662.jpg","0"
"","Since its opening in 1928 the  Hilton Milwaukee City Center’s distinctive Art Deco architecture has been an important part of the Milwaukee skyline.","","231805","1663","Facility","0","Image","","Milwaukee History","http://ridb.recreation.gov/images/1663.jpg","0"
"","The rich history of this Historic Hotel of America is centered around a city known for its brewing companies: while ironically the hotel hotel opened in 1928 during the height of prohibition and the era of Al Capone's residence in Milwaukee.","","231805","1664","Facility","0","Image","","Part of the City ","http://ridb.recreation.gov/images/1664.jpg","0"
"","The exquisite Crystal Ballroom dates back to World War II and highlights an Art Deco authenticity, including high ceilings and ornate mirrors.","","231805","1665","Facility","0","Image","","Crystal Ballroom","http://ridb.recreation.gov/images/1665.jpg","0"
"","The dining options at the Hilton Milwaukee City Center range from the authentic Milwaukee pub to the award-winning Milwaukee Chophouse.","","231805","1666","Facility","0","Image","","Miller Time Pub","http://ridb.recreation.gov/images/1666.jpg","0"
"","OHKEA CASTLE	features 32 guestrooms that combine the luxury of today with the history of the golden age of the 1920's.","","231803","1667","Facility","0","Image","","Luxurious Mansion Life ","http://ridb.recreation.gov/images/1667.jpg","0"
"","This Historic Hotel of America has played host to a myriad of events and guests including weddings, films, advertisements, and television shows.","","231803","1668","Facility","0","Image","","Famous Gardens ","http://ridb.recreation.gov/images/1668.jpg","0"
"","OHEKA CASTLE was first built during the advent of the Gilded Age, in 1919. The castle was, and is the second largest private residence ever built in America, at 109,000 square feet and 127 guestrooms.","","231803","1669","Facility","0","Image","","An American Castle","http://ridb.recreation.gov/images/1669.jpg","0"
"","All guests are welcome to truly explore the splendor of the Castle by taking advantage of one of the guided historic tours offered at this Historic Hotel of America.","","231803","1670","Facility","0","Image","","Historic Experience","http://ridb.recreation.gov/images/1670.jpg","0"
"","There are 200 rooms and suites available at the Omni Mount Washington Resort.","","231816","1677","Facility","0","Image","","Ample Accommodations","http://ridb.recreation.gov/images/1677.jpg","0"
"","The signature red roofs have been a part of this Historic Hotel of America for over a century. When The Mount Washington Hotel was opened in 1902, it
was as a summer retreat for the rich and famous. Over the
years, New Hampshire's White Mountains have evolved into a
world class winter destination. The hotel has evolved as well,
opening its doors in the winter for the first time in 1999.","","231816","1678","Facility","0","Image","","Historic Views ","http://ridb.recreation.gov/images/1678.jpg","0"
"","Omni Bretton Woods offers over 434 acres of skiing and snowboarding for winter guests to enjoy: day or night. 
","","231816","1679","Facility","0","Image","","Winter Weather ","http://ridb.recreation.gov/images/1679.jpg","0"
"","Golf is only one of the many fair weather activities available at the resort including hiking, fishing, climbing, and horseback riding.","","231816","1680","Facility","0","Image","","Resort Activities ","http://ridb.recreation.gov/images/1680.jpg","0"
"","Truly an institution, the Bretton Woods Hotel has its own Post Office and private telephone system, dating back from its July 28, 1902 opening.","","231816","1681","Facility","0","Image","","Historic Institution","http://ridb.recreation.gov/images/1681.jpg","0"
"","By featuring an event or meeting at the Omni Bretton Woods, you are joining a long lit of political, business and artistic gatherings, including the 1944 Bretton Woods International Monetary Conference.","","231816","1682","Facility","0","Image","","Meetings & Common Spaces ","http://ridb.recreation.gov/images/1682.jpg","0"
"","The Omni William Penn offers almost 600 rooms that range in size from 400square feet to 2,500 feet. The 597 guestrooms feature historic elements such as cherry finishes and detailed crown molding.","","231817","1683","Facility","0","Image","","Detailed Historic Guestrooms","http://ridb.recreation.gov/images/1683.jpg","0"
"","This Historic Hotel of America has hosted every seated president since its original opening in 1916 up through President Obama.","","231817","1684","Facility","0","Image","","Historic Guests","http://ridb.recreation.gov/images/1684.jpg","0"
"","There are 38 different Meetings Rooms to choose from: ensuring that hosting an event at this Historic Hotel of America will be customized.","","231817","1685","Facility","0","Image","","Multiple Meeting Spaces","http://ridb.recreation.gov/images/1685.jpg","0"
"","Located just steps from the White House and the National Mall, the Willard InterContinental is the perfect place from which to explore DC.","","231814","1686","Facility","0","Image","","View to History","http://ridb.recreation.gov/images/1686.jpg","0"
"","Major Hollywood productions have been filmed on site, ranging from Minority Report to Hollow Man to Capitan America 2.","","231814","1687","Facility","0","Image","","World-Famous","http://ridb.recreation.gov/images/1687.jpg","0"
"","The storied history of the Willard InterContinental has been home to foreign governments and international peace talks such as those held in 1998 by Secretary of State Madeline Albright and Israeli Prime Minister Binyamin Netanyahu.","","231814","1688","Facility","0","Image","","Historic Events ","http://ridb.recreation.gov/images/1688.jpg","0"
"","Dining at the Willard is a true D.C. experience. Choose from Peacock Alley Tea to fine French dining at Café du Parc.","","231814","1689","Facility","0","Image","","Dining in the District ","http://ridb.recreation.gov/images/1689.jpg","0"
